symbol,name,time,epsEstimate,reportedEps,suprise,date
PKE,Park Electrochemical Corp,Before Market Open,0.07,0.1,+42.86,2019-01-02
SONC,Sonic Corp,After Market Close,-,-,-,2019-01-02
PCRX,Pacira Biosciences Inc,TAS,0.27,0.47,+74.07,2019-01-03
CCF,Chase Corp,Time Not Supplied,-,-,-,2019-01-03
SMPL,Simply Good Foods Co,TAS,0.19,0.18,-5.26,2019-01-03
LNDC,Landec Corp,TAS,-0.02,-0.02,-,2019-01-03
RECN,Resources Connection Inc,TAS,0.23,0.33,+43.48,2019-01-03
UNF,UniFirst Corp,TAS,1.92,1.99,+3.65,2019-01-03
NOBH,Nobility Homes Inc,Time Not Supplied,-,-,-,2019-01-03
OHRP,OHR Pharmaceutical Inc,TAS,-,-,-,2019-01-03
ANGO,AngioDynamics Inc,TAS,0.21,0.22,+4.76,2019-01-04
CALM,Cal-Maine Foods Inc,TAS,0.48,0.49,+2.08,2019-01-04
HURC,Hurco Companies Inc,Before Market Open,-,-,-,2019-01-04
TAYD,Taylor Devices Inc,Time Not Supplied,-,-,-,2019-01-04
LW,Lamb Weston Holdings Inc,TAS,0.72,0.8,+11.11,2019-01-04
NEPH,Nephros Inc,Time Not Supplied,-,-,-,2019-01-04
RPM,RPM International Inc,TAS,0.67,0.52,-22.39,2019-01-04
EXAS,Exact Sciences Corp,TAS,-0.49,-0.44,+10.2,2019-01-06
AMAG,AMAG Pharmaceuticals Inc,TAS,-0.88,-0.6,+31.82,2019-01-07
ETCC,Environmental Tectonics Corp,After Market Close,-,-,-,2019-01-07
CMC,Commercial Metals Co,TAS,0.33,0.35,+6.06,2019-01-07
EACO,EACO Corp,After Market Close,-,-,-,2019-01-07
CUTR,Cutera Inc,TAS,0.15,-0.11,-173.33,2019-01-07
FPAY,FlexShopper Inc,After Market Close,-,-,-,2019-01-07
LKM,Link Motion Inc,After Market Close,-,-,-,2019-01-07
MPAA,Motorcar Parts of America Inc,Before Market Open,0.38,0.35,-7.89,2019-01-08
AZZ,AZZ Inc,TAS,0.61,-,-,2019-01-08
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-01-08
NTIC,Northern Technologies International Corp,TAS,-,-,-,2019-01-08
LNN,Lindsay Corp,TAS,0.45,0.38,-15.56,2019-01-08
GMED,Globus Medical Inc,TAS,0.39,0.43,+10.26,2019-01-08
SGH,Smart Global Holdings Inc,After Market Close,1.77,1.75,-1.13,2019-01-08
KSHB,KushCo Holdings Inc,Before Market Open,-0.03,-0.1,-233.33,2019-01-08
HELE,Helen of Troy Ltd,TAS,2.38,2.4,+0.84,2019-01-08
SVU,Supervalu Inc,Before Market Open,-,-,-,2019-01-08
TLND,Talend SA,TAS,-0.15,-0.13,+13.33,2019-01-08
WDFC,WD-40 Co,TAS,0.95,0.95,-,2019-01-09
AYI,Acuity Brands Inc,TAS,2.14,2.32,+8.41,2019-01-09
BBBY,Bed Bath & Beyond Inc,TAS,0.17,0.18,+5.88,2019-01-09
STZ,Constellation Brands Inc,TAS,2.06,2.37,+15.05,2019-01-09
GBX,Greenbrier Companies Inc,TAS,0.47,0.54,+14.89,2019-01-09
LEN,Lennar Corp,TAS,1.92,2.42,+26.04,2019-01-09
CPPXF,Continental Energy Corp,Time Not Supplied,-,-,-,2019-01-09
MSM,MSC Industrial Direct Co Inc,TAS,1.32,1.33,+0.76,2019-01-09
CHK,Chesapeake Energy Corp,TAS,0.19,0.21,+10.53,2019-01-09
FC,Franklin Covey Co,TAS,-0.19,-0.1,+47.37,2019-01-09
KBH,KB Home,TAS,0.93,0.96,+3.23,2019-01-09
VISI,Volt Information Sciences Inc,TAS,-,-,-,2019-01-09
ISRG,Intuitive Surgical Inc,TAS,3.07,2.96,-3.58,2019-01-09
NEPH,Nephros Inc,Time Not Supplied,-,-,-,2019-01-09
PSMT,PriceSmart Inc,TAS,0.67,0.48,-28.36,2019-01-09
SCHN,Schnitzer Steel Industries Inc,TAS,0.57,0.58,+1.75,2019-01-09
SLP,Simulations Plus Inc,TAS,0.12,0.09,-25,2019-01-09
LOOP,Loop Industries Inc,After Market Close,-,-,-,2019-01-09
ALJJ,ALJ Regional Holdings Inc,TAS,-,-,-,2019-01-10
AEHR,AEHR Test Systems,TAS,-0.02,-0.02,-,2019-01-10
ADXS,Advaxis Inc,After Market Close,-2.2,-4.35,-97.73,2019-01-10
BKSC,Bank of South Carolina,Time Not Supplied,-,-,-,2019-01-10
CSVI,Computer Services Inc,Before Market Open,-,-,-,2019-01-10
VOXX,VOXX International Corp,TAS,-,-,-,2019-01-10
SAR,Saratoga Investment Corp,TAS,0.6,0.49,-18.33,2019-01-10
HGSH,China HGS Real Estate Inc,Before Market Open,-,-,-,2019-01-10
SNX,SYNNEX Corp,TAS,3.12,3.65,+16.99,2019-01-10
EMMS,Emmis Communications Corp,TAS,-,-,-,2019-01-10
LEDS,SemiLEDs Corp,After Market Close,-,-,-,2019-01-10
RELL,Richardson Electronics Ltd,TAS,0.05,-0.02,-140,2019-01-10
FCEL,FuelCell Energy Inc,TAS,-2.14,-2.28,-6.54,2019-01-10
JEF,Jefferies Financial Group Inc,TAS,0.57,0.56,-1.75,2019-01-10
SMIT,Schmitt Industries Inc,Time Not Supplied,-,-,-,2019-01-10
PSSR,Passur Aerospace Inc,Time Not Supplied,-,-,-,2019-01-11
SKY,Skyline Champion Corp,Before Market Open,0.22,0.27,+22.73,2019-01-11
SYEV,Seychelle Environmental Technologies Inc,After Market Close,-,-,-,2019-01-11
PIXY,ShiftPixy Inc,After Market Close,-,-,-,2019-01-11
TSRI,TSR Inc,After Market Close,-,-,-,2019-01-11
YRCW,YRC Worldwide Inc,Before Market Open,0.38,0.64,+68.42,2019-01-11
NSPR,InspireMD Inc,Time Not Supplied,-,-,-,2019-01-11
IBKR,Interactive Brokers Group Inc,TAS,0.61,0.57,-6.56,2019-01-14
FRMO,FRMO Corp,Time Not Supplied,-,-,-,2019-01-14
LMNR,Limoneira Co,TAS,-0.31,-0.3,+3.23,2019-01-14
C,Citigroup Inc,TAS,1.55,1.61,+3.87,2019-01-14
MVC,MVC Capital Inc,Before Market Open,0.12,0.08,-33.33,2019-01-14
DENN,Denny's Corp,TAS,0.18,0.18,-,2019-01-14
ENR,Energizer Holdings Inc,TAS,1.49,1.64,+10.07,2019-01-14
WAFD,Washington Federal Inc,TAS,0.61,0.65,+6.56,2019-01-14
OSS,One Stop Systems Inc,Time Not Supplied,0.06,0.09,+50,2019-01-14
PTE,PolarityTE Inc,TAS,-0.91,-0.96,-5.49,2019-01-14
RWLK,Rewalk Robotics Ltd,TAS,-3.5,-3.25,+7.14,2019-01-14
DAL,Delta Air Lines Inc,TAS,1.27,1.3,+2.36,2019-01-15
CNBKA,Century Bancorp Inc,After Market Close,-,-,-,2019-01-15
FRC,First Republic Bank,TAS,1.23,1.29,+4.88,2019-01-15
BMRA,Biomerica Inc,TAS,-0.05,-0.05,-,2019-01-15
NCBS,Nicolet Bankshares Inc,After Market Close,0.98,1.11,+13.27,2019-01-15
CXKJ,CX Network Group Inc,Time Not Supplied,-,-,-,2019-01-15
UAL,United Continental Holdings Inc,TAS,2.04,2.41,+18.14,2019-01-15
FULT,Fulton Financial Corp,TAS,0.35,0.33,-5.71,2019-01-15
ENBP,ENB Financial Corp,Time Not Supplied,-,-,-,2019-01-15
JPM,JPMorgan Chase & Co,TAS,2.2,1.98,-10,2019-01-15
EDUC,Educational Development Corp,TAS,-,-,-,2019-01-15
SNV,Synovus Financial Corp,TAS,0.93,0.87,-6.45,2019-01-15
WFC,Wells Fargo & Co,TAS,1.17,1.09,-6.84,2019-01-15
HAFC,Hanmi Financial Corp,TAS,0.51,0.46,-9.8,2019-01-15
DAN,Dana Inc,TAS,0.65,0.71,+9.23,2019-01-15
PNFP,Pinnacle Financial Partners Inc,TAS,1.23,1.25,+1.63,2019-01-15
UNH,UnitedHealth Group Inc,TAS,3.21,3.28,+2.18,2019-01-15
UEEC,United Health Products Inc,Time Not Supplied,-,-,-,2019-01-15
INFO,IHS Markit Ltd,TAS,0.55,0.57,+3.64,2019-01-15
SVIN,Scheid Vineyards Inc,Time Not Supplied,-,-,-,2019-01-15
AA,Alcoa Corp,TAS,0.5,0.66,+32,2019-01-16
BAC,Bank of America Corp,TAS,0.63,0.7,+11.11,2019-01-16
CTBI,Community Trust Bancorp Inc,TAS,0.88,0.89,+1.14,2019-01-16
PLBC,Plumas Bancorp,After Market Close,-,-,-,2019-01-16
USB,U.S. Bancorp,TAS,1.06,1.07,+0.94,2019-01-16
UNB,Union Bankshares Inc,Time Not Supplied,-,-,-,2019-01-16
BLK,BlackRock Inc,TAS,6.27,6.08,-3.03,2019-01-16
EGBN,Eagle Bancorp Inc,TAS,1.14,1.17,+2.63,2019-01-16
BK,Bank of New York Mellon Corp,TAS,0.92,0.99,+7.61,2019-01-16
WBBW,Westbury Bancorp Inc,Time Not Supplied,-,-,-,2019-01-16
STBI,Sturgis Bancorp Inc,Time Not Supplied,-,-,-,2019-01-16
PLXS,Plexus Corp,TAS,0.9,0.91,+1.11,2019-01-16
CSX,CSX Corp,TAS,0.99,1.01,+2.02,2019-01-16
SCHW,Charles Schwab Corp,Before Market Open,0.64,0.65,+1.56,2019-01-16
CMA,Comerica Inc,TAS,1.87,1.88,+0.53,2019-01-16
FUL,HB Fuller Co,TAS,0.98,0.9,-8.16,2019-01-16
HWC,Hancock Whitney Corp,TAS,1.12,1.12,-,2019-01-16
FCCO,First Community Corp,Time Not Supplied,0.37,0.35,-5.41,2019-01-16
QEPC,QEP Co Inc,TAS,-,-,-,2019-01-16
PNC,PNC Financial Services Group Inc,TAS,2.79,2.75,-1.43,2019-01-16
FISV,Fiserv Inc,TAS,0.86,0.94,+9.3,2019-01-16
GS,Goldman Sachs Group Inc,TAS,4.45,6.04,+35.73,2019-01-16
KMI,Kinder Morgan Inc,TAS,0.26,0.25,-3.85,2019-01-16
MMND,Mastermind Inc,Time Not Supplied,-,-,-,2019-01-16
PTSI,PAM Transportation Services Inc,TAS,0.26,0.3,+15.38,2019-01-16
TEAM,Atlassian Corporation PLC,TAS,0.21,0.25,+19.05,2019-01-17
AXP,American Express Co,TAS,1.8,1.74,-3.33,2019-01-17
AMNB,American National Bankshares Inc,TAS,0.68,0.67,-1.47,2019-01-17
OZK,Bank Ozk,TAS,0.83,0.89,+7.23,2019-01-17
MBCN,Middlefield Banc Corp,Before Market Open,0.96,1.05,+9.38,2019-01-17
WABC,Westamerica Bancorp,TAS,0.7,0.71,+1.43,2019-01-17
CBSH,Commerce Bancshares Inc,TAS,0.94,0.96,+2.13,2019-01-17
SCBH,Seacoast Commerce Banc Holdings,Time Not Supplied,-,-,-,2019-01-17
HOMB,Home BancShares Inc,TAS,0.45,0.44,-2.22,2019-01-17
MTB,M&T Bank Corp,TAS,3.5,3.76,+7.43,2019-01-17
BMTC,Bryn Mawr Bank Corp,TAS,0.8,0.84,+5,2019-01-17
PACW,PacWest Bancorp,TAS,0.92,0.93,+1.09,2019-01-17
PFBC,Preferred Bank,TAS,1.23,1.08,-12.2,2019-01-17
INDB,Independent Bank Corp,TAS,1.2,1.07,-10.83,2019-01-17
BBT,BB&T Corp,TAS,1.04,0.97,-6.73,2019-01-17
BSET,Bassett Furniture Industries Inc,Before Market Open,0.37,0.17,-54.05,2019-01-17
JBHT,J B Hunt Transport Services Inc,TAS,1.48,1.78,+20.27,2019-01-17
SASR,Sandy Spring Bancorp Inc,TAS,0.79,0.72,-8.86,2019-01-17
SBNY,Signature Bank,TAS,2.8,2.94,+5,2019-01-17
MTG,MGIC Investment Corp,TAS,0.39,0.42,+7.69,2019-01-17
ENFC,Entegra Financial Corp,After Market Close,0.5,0.54,+8,2019-01-17
FAST,Fastenal Co,TAS,0.3,0.29,-3.33,2019-01-17
LION,Fidelity Southern Corp,Time Not Supplied,0.33,0.36,+9.09,2019-01-17
